,comment
3843,예전엔 시크리트 카드 입력해야만 송금되었는데 요즘엔 바로 패턴만 입력하면 돼서 편하네요 이체할 때 잘 쓰고 있어요  스타 드림서비스도 좋은데 등급이 내려가서 혜택받지 못해 아쉽네요
3844,편리하고 간편한 시스템 덕분에 업무 보기 좋아요
3845,잘 사용하고 있어요 
3846,실행하면 화면만 깜박깜박하고 실행이 안되네요 급히 써야 사는데 갑자기 왜 그러죠
3847,편리하고 좋아요
3848,이전에 사용하던 어떤 종류의 은행서비스보다 한눈에 한 번에 확인하고 처리할 수 있어서 넘나 편리하고 좋았어요 남편 폰에 도 깔아주니 엄청 고마워하네요
3849,사용할만합니다
3850,주거래 은행인 만큼 사용 횟수도 많은데 그때마다 어렵지 않은 앱 구성으로 쉽고 간편하게 이용하고 있어요
3851,전체적인 이미지가 밝고 부드러우며 사용이 편리하고 무엇보다 카테고리별로 알기 쉽게 깔끔하게 잘 정리되어 있습니다 자주 이용할게요
3852,오류가 계속되고 실행이 안됩니다
3853,자꾸 꺼져요
3854,앱을 켜면 v3 mobile plus가 켜졌다 꺼졌다 반복되면서 검정 화면만 나옵니다 오늘 아침 일찍은 문제없었는데 갑자기 그러네요 어떻게 해결해야 하나요
3855,수년째 잘 쓰고 있어요 버그도 한 번도 없었고요
3856,언제 어디서든 간편하게 아주 잘 이용하고 있는 스타뱅킹입니다 포인트리 팍팍 적립해주세요
3857,편하게 쓰기 좋습니다
3858,지금 계속 꺼지는데 이거 왜 이런 겁니까
3859,매일매일 잘 이용하고 있어요 국민은행만 거래해서 항상 이용하고 있어요
3860,kb 자체 공인인증서가 있어서 가입하기 편리하고 인증도 패턴 지문 등 원하는 스타일로 선택할 수 있어서 좋아요 무엇보다 앱 처리 속도가 빠르고 이벤트도 자주 해서 좋아요
3861,다른 뱅킹 앱에 비해 오류가 없는 편이라 좋고요 간편 로그인 너무 편해요 그리고 진짜 원하는 거 찾는 게 너무 잘 돼있어서 좋은 것 같아요 보통 찾다 전화하게 되는데 kb는 아직까진 그런 일이 없네요
3862,주거래 은행으로 사용하는 스타뱅킹 kb 인증서로 로그인이 편리해서 좋아요
3863,다른 은행에 비해 사용하기 편해요
3864,다양한 서비스가 제공되어 편리하다
3865,예전보다 가벼워진 듯 구동이 원활하고 사용 편의성이 많이 개선되어 좋아요
3866,정말 편리하게 잘 쓰고 있습니다
3867,간단하게 이체할 일이 많은데 바로 이체가 되니 너무 편하고 좋네요
3868,보기 좋은 디자인 쓰기에 아주 편해요
3869,잘 사용 중
3870,아니 금융 인증서 필요해서 받으려고 하니깐 화면이 계속 점멸되면서 꺼졌다 켜졌다 반복하네요 어플 자체가 실행을 할 수가 없어요 최대한 빠른 업데이트 바랍니다
3871,사용 한 달 좀 넘었는데 너무 편리하게 잘 사용하고 있습니다 특히 증권사 계좌 연결 아주 좋아요
3872,편리하고 은행 어플 중에 제일 좋습니다
3873,로그인 방법이 다양해서 쓰기 편합니다
3874,KB 스타뱅킹도 하나은행만큼 편리합니다
3875,좋아요
3876,좋아요
3877,항상 잘 쓰고 있습니다 로그인도 패턴 지문 등 다양하고 빠르고 편하게 선택할 수 있어서 좋고요 오래 써왔는데 점점 발전하는 것 같아서 좋아요
3878,일단 로그인 방식이 간편해서 좋고요 찾고 싶은 메뉴를 쉽게 볼 수 있고 사용하는 부분에 있어서 어려움 없이 이용할 수 있어서 좋고요 오픈뱅킹으로 사용하고 있는데 진짜 간편해서 좋아요
3879,편리한 국민은행 julie
3880,사용하기 간편하고 좋아요 이 앱으로 거의 모든 일을 처리하네요
3881,타은행사들보다 사용성 편리함 용이성 모두 월등히 앞섭니다 편하게 잘 쓰고 있어요
3882,어플 아이콘 누르면 화면이 깜빡 깜빡거릴 뿐 접속이 안됩니다 주식계좌에 이체를 하려는데 지금 KB증권어플도 자꾸 튕기네요 ;; 다른 어플들은 괜찮은데 왜 이런 건가요
3883,스타뱅킹 너무 좋아요 간편하고 빠르고 잘 사용하고 있습니다
3884,사용하기 정말 편리해요
3885,잘 쓰고 있습니다 타은행에 비해 쓰기도 편하고 찾기도 좋고요 큰 불편함은 없습니다
3886,사용하기 편리하고 오픈뱅킹까지 되어서 너무 좋습니다
3887,설치 후 꽤 오랫동안 쓰고 있는데 아무 문제없이 잘 사용하고 있습니다 UI도 편하고 디자인도 괜찮아서 아주 만족스럽습니다
3888,사용하기 편합니다 인증 방식도 여러 개라 더 간단해졌네요
3889,편리하게 잘 사용하고 있어요 어플 노란색이라 헷갈리지 않게 찾을 수 있고 안에 카테고리도 딱딱 어렵지 않게 사용하고자 하는 거 사용할 수 있어요
3890,오픈뱅킹을 이용하면서 이체가 편리해졌어요 계좌관리도 편리해요★
3891,업데이트 후에 접속 장애가 생김 빠르게 조치해주세요
3892,옛날에 많이 무겁다는 느낌을 받았는데 지금은 어플이 많이 가벼워지고 변화되어가는 느낌을 많이 받습니다 다만 국민이 어플이 많이 편이라 여러 어플을 통합해주면 좋을 것 같습니다
3893,스타뱅킹이 없었다면 코로나 시국에 어떻게 은행 업무를 봤을까요
3894,앱에서 편하게 적금 가입도 하고 다양한 상담도 받을 수 있고 손안에 뱅킹 든든하고 편하게 사용하고 있습니다 직장생활 스타트부터 국민은행 스타뱅킹 쭉 사용하고 있어요
3895,편리하게 잘 쓰고 있어요 은행을 직접 방문할 필요 없이 스타뱅킹으로 비대면으로 업무를 처리하니 참 효율적입니다 앱 사용도 쉽고 편리합니다
3896,인증번호 로그인 화면 잘 쓰고 있는데 터치하기 힘들게 왜 이렇게 작게 바꿨나요 익숙해진 ui 자꾸 건들지 마세요 시스템이나 개선하세요 왜 자꾸 UI 건드려요 네
3897,어플이 검은 화면 흰 화면 번쩍이면서 깜빡거리기만 하구 켜지지가 않아요 확인 부탁드립니다
3898,잘 사용 중이던 어느 날 로그인 시 동전 이미지만 통통통 뛰기만 할 뿐 무한 로딩되네요 지웠다 재설치도 여러 번 갑자기 생긴 로그인 안되는 버그 해결 방법 없나요
3899,한눈에 보기 쉽고 간편하게 되어있어 편리해요 메인으로 사용하는 앱입니다
3900,여러 가지로 편의를 보장하는 앱이라 좋긴 합니다만 오늘부터 갑자기 앱이 들어가지지 않습니다 삭제하고 다시 설치를 했음에도 접속이 되질 않네요
3901,편하게 잘 이용하고 있어요 모바일 인증서 발급 후 거래가 더 빨라져서 좋아요 이벤트 행사도 많이 해주세요
3902,자꾸 오류 나고 짜증 나요
3903,앱 속도도 빠르고 메뉴도 보기 편하게 되어 있어서 좋아요
3904,오늘 어플 이상해요 깜박 거림 개곡
3905,편하고 나의 자산관리를 한눈에
3906,인증서 비밀번호 입력 버튼의 크기를 크게 해주세요 최소한 쿼티만 하게는 해줘야죠
3907,메뉴 구성도 알기 쉽게 잘되어 있고 찾기 쉬워서 잘 사용하고 있습니다 디자인도 아기자기하게 잘 바뀌는 듯 새서 보기 편합니다 가끔 인증서 비번 치고 로그인 되는 로딩 시간이 길어질 때가 있어서 그것에 대한 불편함이 약간 있습니다
3908,접속 장애 생깁니다 Lg v5 사용 중이며 재설치해도 계속 화면만 깜박이고  정상 사용이 안 됩니다
3909,내 손안에 편한 뱅킹이에요 언제 어디서나 확인하고 계좌관리할 수 있어서 좋습니다 Kb와 함께한 지 30년이 넘네요
3910,오늘 어플 왜 이래요 어플 실행 시 화면 깜빡거리고 접속이 안되네요 지웠다 다시 깔았는데도 그래요 확인해주세요
3911,10년 전 월급통장 만들고 국민은행 이용하며 사용하는 어플 전 계좌 등록하고 조회하고 이체하고 너무너무 잘 사용하고 있음
3912,잘 사용하다가 오늘 갑자기 로그인 화면 이후 흑백으로 화면 깜빡거리다가 어플이 꺼집니다
3913,예전부터 잘 사용 중이에요
3914,KB 스타뱅킹 정말 유용하게 잘 이용하고 있어요 
3915,은행가는 횟수가 대폭 줄었어요 은행은 통장정리하러만 가요 빠른 이체도 편리하고 하나은행으로 거래하니 여러 혜택도 많아요 내 신용 도도 팍팍 올라가요 kb 인증서도 패턴 지문 등 등록해서 사용하기 편리해서 좋아요
3916,속도가 빨라서 좋아요 그런데 이벤트를 하게 되면 느려지더라고요 여러 명이 동시 접속해서 그런 것 같기는 한데 개선할 필요성이 있어 보여요
3917,오픈뱅킹 포함하여 사용하기 편한 사용자 UI로 되어있습니다
3918,사용하기 편하게 되어있어요 좋아요
3919,간단 간편 실생활의 동반자
3920,엄청 잘 사용하고 있어요 거의 오류 없고 실시간 확인하기 너무 편합니다 이체 인증서 관리 등등 추천합니다
3921,편리한 입출금과 무료 계좌이체 계좌조회 등 다양한 서비스를 이용할 수 있어 아주 유용한 앱이다
3922,좋아요
3923,Kb국민은행이 주거래은행으로 은행거래에 불편함 없이 잘 이용하고 있습니다
3924, 우리 생활에 필요한 앱이다
3925,너무 유용해요 잘 쓰고 있습니다
3926,편하고 특히 노란색이 맘에 듭니다
3927,이용하다 보면 노란색이 주는 편안함이 있습니다 이체도 쉽고 편합니다 오픈뱅킹 기능도 있어 타은행 접근도 용이하고 이벤트도 많아서 참여하게 됩니다
3928,편리하게 사용하고 있어요
3929,정말 편리하고 너무 좋아요
3930,첫 사회생활 때부터 함께한 국민은행 날이 갈수록 편리하고 좋은 상품과 쏠쏠한 이벤트를 경험할 수 있어 좋아요
3931,kb 모바일 인증서로 편하게 로그인해서 이체할 수 있어서 좋아요
3932,빠른 접속과 신속한 처리 감사드려요
3933,주거래은행이라 자주 사용하는 게 되는데 사용하는 데 있어 불편함을 못 느끼는 게 가장 큰 장점인 거 같아요
3934,메뉴 구성이 한눈에 알아보기 쉽게 잘 구성되어있고 서버 오류 등 없이 안정적인 서비스를 제공해주어서 좋아요 무엇보다도 국민은행 이용자들의 편의를 위해 세심하게 신경 쓴듯한 매뉴얼들이 맘에 쏙 드네요
3935,다른 은행에 비해서 편하게 잘 사용 중입니다
3936,여러 가지 메뉴가 많아서 이용하기 편리하네요
3937,국민은행 거래를 영업점 방문 없이 손쉽게 할 수 있어서 좋아요
3938,사용하기 편하게 잘 만들어진 앱입니다 다만 한가지 의견을 제시하자면 글씨 크기를 좀 더 크게 하여 가독성을 높여주면 좋겠습니다
3939,역시 KB가 좋네요
3940,사용하니 편리함
3941,입출금 및 모든 계좌 확인이 편리합니다
3942,눈에 띄게 배치가 되어 사용하기 편리함
3943,인터넷 뱅킹 잘 사용하고 있어요 이번에 타행까지 오픈뱅킹 등록했는데 정말 편합니다 강추요
3944,제가 타은행에서 국민은행으로 갈아탄지 벌써 7년째네요  kb 스타뱅킹 앱을 사용하면서 다른 계좌 등록 기능도 생기고 한눈에 수입 지출을 볼 수 있어서 자산관리가 아주 효율적이에요 믿음직하고 든든한 국민은행에서 만든 스타뱅킹 앱은 수많은 뱅킹 앱 중에서도 대스타급  앞으로도 계속 국민 르뱅 사용할 거니까 잘 부탁해요 저랑 평생 함께 합시다
3945,은행 앱은 국민은행이 최고인 거 같아요 알아먹기도 쉽게 잘 되어있어 편합니다
3946,보기에도 직관적이고 깔끔함 다른 어플들보다 이체할 때 간편하게 할 수 있어 자주 이용함
3947,좋아요
3948,너무 잘 사용하고 있어요 국민은행과 국민카드 모두 수십 년 동안 사용하면서 편리하게 앱 사용도 잘하고 있습니다
3949,작년 말부터 주거래 은행으로 바꾸면서 kb 스타뱅킹 어플 설치해서 사용 중인데 너무 만족합니다 모바일 인증서로 로그인도 편하고 모든 계좌를 한눈에 볼 수 있고 다른 금융 계좌도 등록 가능하니 참 UI가 편리하게 만들어진 거 같습니다 변함없이 꾸준한 업데이트로 어플 관리 부탁드립니다 
3950,빠르고 신속합니다 이용하기에 편리하고 정보제공이 용이합니다 쉽게 접근 가능하고 문제에 바로 응답해줍니다
3951,지문인증으로 손쉽게 송금할 수 있어서 편합니다
3952,타행대비 라이트 한 용량으로 앱 구동이 원활하고 에러가 자주 발생되지 않아 안심하고 편리하게 잘 사용하고 있어요
3953,KB 스타뱅킹 사용하기 편리합니다
3954,주거래 은행으로 계속 사용하고 있어요 오픈뱅킹도 함께 이용하니 수수료도 발생되지 않고 편해요
3955,군거더기없이깔끔한앱팁니다
3956,주거래 은행이라 몇 년째 사용 중인데 가끔 실행이 버벅거릴 때 불편하고 그 외에는 잘 쓰고 있어요
3957,어플이 점점 편리해지고 있어요 좋네요
3958,자동계좌이체 등록이 되네요 국민은행이 줘 은행으로 사용하고 있거든요 그리고 정맥 등록이 가능한 은행이라 해서 조만간 등록하려고요
